JS187_JS16_5E-5_H2O_100_0_ASPREP,,
Wavelength (nm),Abs,
800,0.0320580937,
799,0.03270190209,
798,0.03229398653,
797,0.03170045838,
796,0.03240526095,
795,0.03255991638,
794,0.03236663342,
793,0.03281361237,
792,0.03309603781,
791,0.03267675638,
790,0.03196078911,
789,0.03278273717,
788,0.03290795907,
787,0.03311031312,
786,0.03288073465,
785,0.03354136646,
784,0.03323319554,
783,0.03345264494,
782,0.03418944776,
781,0.03355568275,
780,0.03358496353,
779,0.03384228423,
778,0.03475652263,
777,0.03435191512,
776,0.03394969925,
775,0.03398737311,
774,0.03440436348,
773,0.03416477516,
772,0.03457044438,
771,0.03510638699,
770,0.03420294821,
769,0.03475742042,
768,0.03510655463,
767,0.03515774757,
766,0.03479269892,
765,0.0354340598,
764,0.03540656343,
763,0.03560129181,
762,0.03600940108,
761,0.03570189327,
760,0.03567744419,
759,0.03569382802,
758,0.03640244156,
757,0.03571729362,
756,0.03626987711,
755,0.03661487997,
754,0.03601272032,
753,0.03683125228,
752,0.03663698584,
751,0.03716167063,
750,0.03707722202,
749,0.0369102098,
748,0.03689178079,
747,0.03763478622,
746,0.0372316353,
745,0.03784020245,
744,0.03770988435,
743,0.03830119967,
742,0.03862953931,
741,0.03847052902,
740,0.0381266214,
739,0.03825678304,
738,0.03821687028,
737,0.03865033388,
736,0.03843559697,
735,0.03880462795,
734,0.03861607239,
733,0.03968913853,
732,0.038944792,
731,0.03946793452,
730,0.03980484605,
729,0.04006738216,
728,0.03953209147,
727,0.03990665451,
726,0.04050540179,
725,0.04015962407,
724,0.04049341008,
723,0.04018111899,
722,0.0408776179,
721,0.04049730301,
720,0.04128641635,
719,0.04112799466,
718,0.04105316103,
717,0.04121491313,
716,0.04162970185,
715,0.04227731004,
714,0.04130449519,
713,0.04227174446,
712,0.04248102382,
711,0.04218190536,
710,0.04181464389,
709,0.04288153723,
708,0.04298040643,
707,0.04272687435,
706,0.0430241935,
705,0.04298017919,
704,0.04353719577,
703,0.04357585683,
702,0.04377608746,
701,0.04379123077,
700,0.04443252459,
699,0.04510147125,
698,0.04480620101,
697,0.04499881342,
696,0.04481323063,
695,0.04542019591,
694,0.0454332158,
693,0.04552717879,
692,0.04568037018,
691,0.04619047418,
690,0.04668172076,
689,0.04659935087,
688,0.04721874744,
687,0.04741526395,
686,0.04785084724,
685,0.04851703718,
684,0.04840804264,
683,0.04910071194,
682,0.04980276152,
681,0.04991611466,
680,0.05064717308,
679,0.05118245631,
678,0.05146921799,
677,0.05264109001,
676,0.05288399011,
675,0.05352146924,
674,0.05401439965,
673,0.05505160242,
672,0.05623484775,
671,0.05716314539,
670,0.05863089859,
669,0.05955207348,
668,0.06059528142,
667,0.06248563528,
666,0.06421595067,
665,0.06549082696,
664,0.06761850417,
663,0.06924578547,
662,0.07114205509,
661,0.07379639894,
660,0.07614623755,
659,0.07836326212,
658,0.08138911426,
657,0.08428413421,
656,0.08762720227,
655,0.09022092074,
654,0.09377529472,
653,0.09759474546,
652,0.1010739878,
651,0.1047242209,
650,0.1081840098,
649,0.1119297221,
648,0.1156675816,
647,0.1193217933,
646,0.1225872785,
645,0.1258629113,
644,0.1292910874,
643,0.1319333762,
642,0.1349651963,
641,0.1371734291,
640,0.1392112672,
639,0.1413558275,
638,0.1435139179,
637,0.1447149962,
636,0.1460467428,
635,0.1469797045,
634,0.1478678882,
633,0.1484746486,
632,0.1483565718,
631,0.1489327848,
630,0.1490322649,
629,0.1486992687,
628,0.1492614746,
627,0.1486717761,
626,0.1483429521,
625,0.1480351835,
624,0.1475455612,
623,0.1472498029,
622,0.1473333538,
621,0.1464647949,
620,0.1468605846,
619,0.1461918503,
618,0.1461150944,
617,0.145508945,
616,0.1460041702,
615,0.1464384943,
614,0.1465704143,
613,0.1468962431,
612,0.1469174027,
611,0.1476260573,
610,0.1481733769,
609,0.148640573,
608,0.1492684931,
607,0.1503279358,
606,0.1515530646,
605,0.1523654312,
604,0.1538485438,
603,0.1558064371,
602,0.1566493362,
601,0.1588286757,
600,0.1608015895,
599,0.1627433449,
598,0.1652619094,
597,0.1680528671,
596,0.1705623567,
595,0.1735077351,
594,0.1766046286,
593,0.180040732,
592,0.1841063201,
591,0.1882939488,
590,0.1926132888,
589,0.1969652921,
588,0.2022224814,
587,0.2081169784,
586,0.2141542733,
585,0.2207835764,
584,0.2280556858,
583,0.2358671576,
582,0.2443680912,
581,0.25401932,
580,0.26450634,
579,0.2755682766,
578,0.2871104479,
577,0.3009231389,
576,0.3149051368,
575,0.3299514949,
574,0.3463256359,
573,0.3641916513,
572,0.3832121193,
571,0.403368324,
570,0.423867166,
569,0.4457591176,
568,0.4746688306,
567,0.4926152825,
566,0.5152871609,
565,0.5387160182,
564,0.5606104136,
563,0.5816588998,
562,0.6012268066,
561,0.6188124418,
560,0.6347652078,
559,0.6479923725,
558,0.6580724716,
557,0.6655048728,
556,0.6705508828,
555,0.6723672152,
554,0.6727645993,
553,0.6701169014,
552,0.6673632264,
551,0.6614211202,
550,0.6561431289,
549,0.6498720646,
548,0.6436598897,
547,0.6376283169,
546,0.6326488256,
545,0.628108561,
544,0.6250916719,
543,0.6229671836,
542,0.6231645346,
541,0.6235524416,
540,0.6266637444,
539,0.630792141,
538,0.6365888119,
537,0.6440854073,
536,0.6527443528,
535,0.6625651717,
534,0.6737836599,
533,0.6858197451,
532,0.699293673,
531,0.712937355,
530,0.7270752192,
529,0.74110955,
528,0.7553132176,
527,0.7687149048,
526,0.7821866274,
525,0.794203043,
524,0.8057121634,
523,0.8159433603,
522,0.8257861137,
521,0.8332640529,
520,0.8406438828,
519,0.8468719125,
518,0.8519266248,
517,0.8564036489,
516,0.8597706556,
515,0.8628782034,
514,0.8657220006,
513,0.8684768081,
512,0.8701961637,
511,0.8733527064,
510,0.8754752278,
509,0.8783020973,
508,0.8808771372,
507,0.8840252757,
506,0.8871743083,
505,0.8906239867,
504,0.8930830956,
503,0.8960475922,
502,0.8989581466,
501,0.900926888,
500,0.902561605,
499,0.9044317007,
498,0.9049573541,
497,0.905379951,
496,0.9063119292,
495,0.9059231281,
494,0.906062305,
493,0.9053539634,
492,0.9031935334,
491,0.9017235041,
490,0.8995764852,
489,0.8965978622,
488,0.8924257159,
487,0.8887737989,
486,0.8835462928,
485,0.8783216476,
484,0.8723450899,
483,0.8659244776,
482,0.8591480851,
481,0.8512195349,
480,0.8438453078,
479,0.8358113766,
478,0.8282067776,
477,0.8192680478,
476,0.8105801344,
475,0.8026422858,
474,0.7938843369,
473,0.7851020098,
472,0.7761030793,
471,0.7666850686,
470,0.7577917576,
469,0.7476565242,
468,0.7376635671,
467,0.726739645,
466,0.7160499692,
465,0.7040553689,
464,0.6925942898,
463,0.6791383624,
462,0.666051507,
461,0.6528773308,
460,0.6384625435,
459,0.6240155101,
458,0.6089836955,
457,0.5943599939,
456,0.5792815685,
455,0.5646649003,
454,0.5498121977,
453,0.5353699923,
452,0.5207663774,
451,0.5070370436,
450,0.4937063158,
449,0.4798022509,
448,0.4669935405,
447,0.4544775784,
446,0.4426345825,
445,0.4302929938,
444,0.4197584689,
443,0.4079894125,
442,0.3977681398,
441,0.3867790103,
440,0.3760674,
439,0.3660794497,
438,0.356747508,
437,0.3469557762,
436,0.3374322653,
435,0.3280636668,
434,0.3185835183,
433,0.3094499707,
432,0.3013735414,
431,0.2932165265,
430,0.284555763,
429,0.2766836882,
428,0.2687486112,
427,0.261121124,
426,0.2548601627,
425,0.2475525439,
424,0.2412157059,
423,0.2343676686,
422,0.2287577391,
421,0.2223140299,
420,0.2166796029,
419,0.2116955817,
418,0.2068940252,
417,0.2018073052,
416,0.1974189878,
415,0.1937509626,
414,0.190521583,
413,0.1865738183,
412,0.1832472235,
411,0.1801775098,
410,0.1774249673,
409,0.1744421721,
408,0.1725722998,
407,0.1705338359,
406,0.1678774059,
405,0.1660709381,
404,0.1641965657,
403,0.1628685147,
402,0.1620539576,
401,0.1608872861,
400,0.1595128328,
399,0.1586349756,
398,0.1575539261,
397,0.1565832198,
396,0.1565893143,
395,0.1553670615,
394,0.1543027163,
393,0.155126676,
392,0.1550127715,
391,0.1547507793,
390,0.1561532468,
389,0.1562163681,
388,0.1569608152,
387,0.1590089798,
386,0.1607208848,
385,0.1613514721,
384,0.1652201712,
383,0.1668140143,
382,0.1685273051,
381,0.1711497158,
380,0.1728864312,
379,0.1755323112,
378,0.1766008586,
377,0.1776889712,
376,0.1786810011,
375,0.1807468086,
374,0.1805568188,
373,0.182570219,
372,0.1814985424,
371,0.1828618199,
370,0.1834378093,
369,0.1862657815,
368,0.1849911809,
367,0.1872364581,
366,0.1876741052,
365,0.1910755038,
364,0.1936315596,
363,0.1957339793,
362,0.1954756379,
361,0.1983129382,
360,0.1989461035,
359,0.2029909939,
358,0.2015204579,
357,0.2025914639,
356,0.205087781,
355,0.2059740573,
354,0.2076106817,
353,0.2085797042,
352,0.2077236772,
351,0.211742416,
350,0.2107688934,
349,0.2174456567,
348,0.2203407288,
347,0.2211492509,
346,0.2164538354,
345,0.2158973515,
344,0.2207881063,
343,0.2059923559,
342,0.2247358412,
341,0.2235241085,
340,0.2241469175,
339,0.2316447943,
338,0.2345384508,
337,0.232496053,
336,0.2367366105,
335,0.2378116697,
334,0.24132891,
333,0.2397215962,
332,0.2452084422,
331,0.2466613203,
330,0.2466797382,
329,0.2463799864,
328,0.2527125478,
327,0.2622588873,
326,0.2593281865,
325,0.2668785751,
324,0.2709172666,
323,0.2645535171,
322,0.2772896588,
321,0.2769621015,
320,0.2747306824,
319,0.2875763774,
318,0.2921059132,
317,0.2890521884,
316,0.2992010117,
315,0.3070191145,
314,0.3020682037,
313,0.3063952923,
312,0.3059132397,
311,0.3196108639,
310,0.3155128658,
309,0.321809113,
308,0.327737391,
307,0.3398087025,
306,0.3445265293,
305,0.3479872644,
304,0.3649835587,
303,0.3759532571,
302,0.3952510357,
301,0.4009576738,
300,0.4141307175,
299,0.4311352968,
298,0.4459994137,
297,0.4680659473,
296,0.4747214317,
295,0.4905088842,
294,0.4979915321,
293,0.5055883527,
292,0.5041666627,
291,0.5264937878,
290,0.5220838189,
289,0.5337219834,
288,0.5426208973,
287,0.5441198349,
286,0.5546118021,
285,0.5611385703,
284,0.5660324097,
283,0.5760126114,
282,0.5896646976,
281,0.5944420099,
280,0.599339962,
279,0.6127350926,
278,0.6248139739,
277,0.6298040748,
276,0.6533181071,
275,0.6679072976,
274,0.6839294434,
273,0.7084178925,
272,0.7325353622,
271,0.7489266396,
270,0.7806717753,
269,0.8103947639,
268,0.8479905128,
267,0.8761089444,
266,0.916529119,
265,0.9594746232,
264,1.004649401,
263,1.061835289,
262,1.105693102,
261,1.134776592,
260,1.178816438,
259,1.20758462,
258,1.232471466,
257,1.289510131,
256,1.313722372,
255,1.354282975,
254,1.382344961,
253,1.439546585,
252,1.473431349,
251,1.51371038,
250,1.538044453,
249,1.572254896,
248,1.606479645,
247,1.618376136,
246,1.658888102,
245,1.658042908,
244,1.699775577,
243,1.72184217,
242,1.752418756,
241,1.750022054,
240,1.805436134,
239,1.817957401,
238,1.894486308,
237,1.944837809,
236,2.000681162,
235,2.087165594,
234,2.114516973,
233,2.235148191,
232,2.312734604,
231,2.421127081,
230,2.535785913,
229,2.601290941,
228,2.781196117,
227,2.853237867,
226,2.972040892,
225,3.1417799,
224,3.227262735,
223,3.594338655,
222,3.463903904,
221,3.293989897,
220,3.669935703,
219,3.460807085,
218,3.521805763,
217,4.181994438,
216,3.860728264,
215,3.730113745,
214,3.426334381,
213,3.211437702,
212,3.18387723,
211,3.133830309,
210,3.315433502,
209,3.130118132,
208,2.870951176,
207,3.117344379,
206,2.931218863,
205,3.155632257,
204,2.894500732,
203,2.797867775,
202,2.821456432,
201,2.908282042,
200,2.542753935,

JS187_JS16_5E-5_H2O_100_0_ASPREP,
JS187_JS16_5E-5_H2O_100_0_ASPREP
Collection Time: 9/14/2023 2:48:52 PM
Operator Name  :
Scan Software Version: 4.20(470)
Parameter List :
Instrument                        Cary 300
Instrument Version                12.00
Start (nm)                        800.00
Stop (nm)                         200.00
X Mode                            Nanometers
Y Mode                            Abs
UV-Vis Scan Rate (nm/min)         600.000
UV-Vis Data Interval (nm)         1.000
UV-Vis Ave. Time (sec)            0.100
UV-Vis SBW (nm)                   2.0
Beam Mode                         Double
Signal-to-noise Mode              Off
UV Source                         On
Vis Source                        On
Source Changeover (nm)            350.00
Baseline Correction               On
Baseline Type                     Baseline correction
Baseline File Name                C:\Users\ISIS\Desktop\Hermans UVVIS Data\Jorge\JS187\20230914\JS187_JS16_5E-5_H2O_50_50_ASPREP.BSW
Baseline Std Ref File Name
Cycle Mode                        Off
Accessory                         Cell changer
Temperature (°C)                  19.97
Comments
Method Log     :
Method Name    :
Date/Time stamp: 9/14/2023 10:25:43 AM
Method Modifications:
Baseline Correction Changed: 9/14/2023 10:27:05 AM, Old:0, New:1
Baseline file Changed: 9/14/2023 10:27:05 AM, Old:, New:C:\Users\ISIS\Desktop\Hermans UVVIS Data\Jorge\JS187\20230913\H2O.CSW
Cell Changer Changed: 9/14/2023 10:27:25 AM, Old:OFF, New:ON
Cell2 Changed: 9/14/2023 10:27:25 AM, Old:ON, New:OFF
Cell3 Changed: 9/14/2023 10:27:25 AM, Old:ON, New:OFF
Cell4 Changed: 9/14/2023 10:27:25 AM, Old:ON, New:OFF
Cell5 Changed: 9/14/2023 10:27:25 AM, Old:ON, New:OFF
Cell6 Changed: 9/14/2023 10:27:25 AM, Old:ON, New:OFF
Auto Temp Setting Changed: 9/14/2023 10:27:25 AM, Old:0, New:1
Block Temp Changed: 9/14/2023 10:27:25 AM, Old:   25.0, New:   20.0
Saved as C:\Users\ISIS\Desktop\Hermans UVVIS Data\Jorge\JS187\20230914\JS187_JS16_5E-5_H2O_0_100_ASPREP.BSWSaved as C:\Users\ISIS\Desktop\Hermans UVVIS Data\Jorge\JS187\20230914\JS187_JS16_5E-5_H2O_2_98_ASPREP.BSWSaved as C:\Users\ISIS\Desktop\Hermans UVVIS Data\Jorge\JS187\20230914\JS187_JS16_5E-5_H2O_4_96_ASPREP.BSWSaved as C:\Users\ISIS\Desktop\Hermans UVVIS Data\Jorge\JS187\20230914\JS187_JS16_5E-5_H2O_6_94_ASPREP.BSWSaved as C:\Users\ISIS\Desktop\Hermans UVVIS Data\Jorge\JS187\20230914\JS187_JS16_5E-5_H2O_8_92_ASPREP.BSWSaved as C:\Users\ISIS\Desktop\Hermans UVVIS Data\Jorge\JS187\20230914\JS187_JS16_5E-5_H2O_10_90_ASPREP.BSWSaved as C:\Users\ISIS\Desktop\Hermans UVVIS Data\Jorge\JS187\20230914\JS187_JS16_5E-5_H2O_15_85_ASPREP.BSWSaved as C:\Users\ISIS\Desktop\Hermans UVVIS Data\Jorge\JS187\20230914\JS187_JS16_5E-5_H2O_20_80_ASPREP.BSWSaved as C:\Users\ISIS\Desktop\Hermans UVVIS Data\Jorge\JS187\20230914\JS187_JS16_5E-5_H2O_30_70_ASPREP.BSWSaved as C:\Users\ISIS\Desktop\Hermans UVVIS Data\Jorge\JS187\20230914\JS187_JS16_5E-5_H2O_40_60_ASPREP.BSWSaved as C:\Users\ISIS\Desktop\Hermans UVVIS Data\Jorge\JS187\20230914\JS187_JS16_5E-5_H2O_50_50_ASPREP.BSWSaved as C:\Users\ISIS\Desktop\Hermans UVVIS Data\Jorge\JS187\20230914\JS187_JS16_5E-5_H2O_100_0_ASPREP.BSW
End Method Modifications
<Current Block Temp> , 20.02
<Current Cell> , 1
<SBW (nm)> , 2.00
<Energy> , 241.00
<Current Wavelength> , 200.00

